Feature,Position,Channel,Transformer_Attention,Attention_Entropy,Attention_SNR
RRBS_pos_19,19,RRBS,0.17616498470306396,3.3972861766815186,1.805584192276001
H3K4me3_pos_19,19,H3K4me3,0.17616498470306396,3.3972861766815186,1.805584192276001
Dnase_pos_19,19,Dnase,0.17616498470306396,3.3972861766815186,1.805584192276001
CTCF_pos_19,19,CTCF,0.17616498470306396,3.3972861766815186,1.805584192276001
T_pos_19,19,T,0.17616498470306396,3.3972861766815186,1.805584192276001
G_pos_19,19,G,0.17616498470306396,3.3972861766815186,1.805584192276001
C_pos_19,19,C,0.17616498470306396,3.3972861766815186,1.805584192276001
A_pos_19,19,A,0.17616498470306396,3.3972861766815186,1.805584192276001
A_pos_18,18,A,0.1212882474064827,3.3972861766815186,1.4746673107147217
C_pos_18,18,C,0.1212882474064827,3.3972861766815186,1.4746673107147217
G_pos_18,18,G,0.1212882474064827,3.3972861766815186,1.4746673107147217
T_pos_18,18,T,0.1212882474064827,3.3972861766815186,1.4746673107147217
CTCF_pos_18,18,CTCF,0.1212882474064827,3.3972861766815186,1.4746673107147217
Dnase_pos_18,18,Dnase,0.1212882474064827,3.3972861766815186,1.4746673107147217
H3K4me3_pos_18,18,H3K4me3,0.1212882474064827,3.3972861766815186,1.4746673107147217
RRBS_pos_18,18,RRBS,0.1212882474064827,3.3972861766815186,1.4746673107147217
A_pos_15,15,A,0.10341367870569229,3.3972861766815186,1.3050589561462402
C_pos_15,15,C,0.10341367870569229,3.3972861766815186,1.3050589561462402
G_pos_15,15,G,0.10341367870569229,3.3972861766815186,1.3050589561462402
T_pos_15,15,T,0.10341367870569229,3.3972861766815186,1.3050589561462402
CTCF_pos_15,15,CTCF,0.10341367870569229,3.3972861766815186,1.3050589561462402
Dnase_pos_15,15,Dnase,0.10341367870569229,3.3972861766815186,1.3050589561462402
H3K4me3_pos_15,15,H3K4me3,0.10341367870569229,3.3972861766815186,1.3050589561462402
RRBS_pos_15,15,RRBS,0.10341367870569229,3.3972861766815186,1.3050589561462402
A_pos_14,14,A,0.06950508803129196,3.3972861766815186,1.0412757396697998
C_pos_14,14,C,0.06950508803129196,3.3972861766815186,1.0412757396697998
G_pos_14,14,G,0.06950508803129196,3.3972861766815186,1.0412757396697998
T_pos_14,14,T,0.06950508803129196,3.3972861766815186,1.0412757396697998
CTCF_pos_14,14,CTCF,0.06950508803129196,3.3972861766815186,1.0412757396697998
Dnase_pos_14,14,Dnase,0.06950508803129196,3.3972861766815186,1.0412757396697998
H3K4me3_pos_14,14,H3K4me3,0.06950508803129196,3.3972861766815186,1.0412757396697998
RRBS_pos_14,14,RRBS,0.06950508803129196,3.3972861766815186,1.0412757396697998
RRBS_pos_20,20,RRBS,0.05433066561818123,3.3972861766815186,1.2663743495941162
H3K4me3_pos_20,20,H3K4me3,0.05433066561818123,3.3972861766815186,1.2663743495941162
Dnase_pos_20,20,Dnase,0.05433066561818123,3.3972861766815186,1.2663743495941162
